NAME,YEAR,MONTH,DAY,MINUTE,VALUE
PPT             ,2015,10,5,1350,0
PPT             ,2015,10,5,1365,0
PPT             ,2015,10,5,1380,0
PPT             ,2015,10,5,1395,0
PPT             ,2015,10,5,1410,0
PPT             ,2015,10,5,1425,0
PPT             ,2015,10,6,0,0
PPT             ,2015,10,6,15,0
PPT             ,2015,10,6,30,0
PPT             ,2015,10,6,45,0
PPT             ,2015,10,6,60,0
PPT             ,2015,10,6,75,0
PPT             ,2015,10,6,90,0
PPT             ,2015,10,6,105,0
PPT             ,2015,10,6,120,0
PPT             ,2015,10,6,135,0
PPT             ,2015,10,6,150,0
PPT             ,2015,10,6,165,0
PPT             ,2015,10,6,180,0
PPT             ,2015,10,6,195,0
PPT             ,2015,10,6,210,0
PPT             ,2015,10,6,225,0
PPT             ,2015,10,6,240,0
PPT             ,2015,10,6,255,0
PPT             ,2015,10,6,270,0
PPT             ,2015,10,6,285,0
PPT             ,2015,10,6,300,0
PPT             ,2015,10,6,315,0
PPT             ,2015,10,6,330,0
PPT             ,2015,10,6,345,0
PPT             ,2015,10,6,360,0
PPT             ,2015,10,6,375,0
PPT             ,2015,10,6,390,0
PPT             ,2015,10,6,405,0
PPT             ,2015,10,6,420,0
PPT             ,2015,10,6,435,0
PPT             ,2015,10,6,450,0
PPT             ,2015,10,6,465,0
PPT             ,2015,10,6,480,0
PPT             ,2015,10,6,495,0
PPT             ,2015,10,6,510,0
PPT             ,2015,10,6,525,0
PPT             ,2015,10,6,540,0
PPT             ,2015,10,6,555,0
PPT             ,2015,10,6,570,0
PPT             ,2015,10,6,585,0
PPT             ,2015,10,6,600,0
PPT             ,2015,10,6,615,0
PPT             ,2015,10,6,630,0
PPT             ,2015,10,6,645,0
PPT             ,2015,10,6,660,0
PPT             ,2015,10,6,675,0
PPT             ,2015,10,6,690,0
PPT             ,2015,10,6,705,0
PPT             ,2015,10,6,720,0
PPT             ,2015,10,6,735,0
PPT             ,2015,10,6,750,0
PPT             ,2015,10,6,765,0
PPT             ,2015,10,6,780,0
PPT             ,2015,10,6,795,0
PPT             ,2015,10,6,810,0
PPT             ,2015,10,6,825,0
PPT             ,2015,10,6,840,0
PPT             ,2015,10,6,855,0
PPT             ,2015,10,6,870,0
PPT             ,2015,10,6,885,0
PPT             ,2015,10,6,900,0
PPT             ,2015,10,6,915,0
PPT             ,2015,10,6,930,0
PPT             ,2015,10,6,945,0
PPT             ,2015,10,6,960,0
PPT             ,2015,10,6,975,0
PPT             ,2015,10,6,990,0
PPT             ,2015,10,6,1005,0
PPT             ,2015,10,6,1020,0
PPT             ,2015,10,6,1035,0
PPT             ,2015,10,6,1050,0
PPT             ,2015,10,6,1065,0
PPT             ,2015,10,6,1080,0
PPT             ,2015,10,6,1095,0
PPT             ,2015,10,6,1110,0
PPT             ,2015,10,6,1125,0
PPT             ,2015,10,6,1140,0
PPT             ,2015,10,6,1155,0
PPT             ,2015,10,6,1170,0
PPT             ,2015,10,6,1185,0
PPT             ,2015,10,6,1200,0
PPT             ,2015,10,6,1215,0
PPT             ,2015,10,6,1230,0
PPT             ,2015,10,6,1245,0
PPT             ,2015,10,6,1260,0
PPT             ,2015,10,6,1275,0
PPT             ,2015,10,6,1290,0
PPT             ,2015,10,6,1305,0
PPT             ,2015,10,6,1320,0
PPT             ,2015,10,6,1335,0
PPT             ,2015,10,6,1350,0
PPT             ,2015,10,6,1365,0
PPT             ,2015,10,6,1380,0
PPT             ,2015,10,6,1395,0
PPT             ,2015,10,6,1410,0
PPT             ,2015,10,6,1425,0
PPT             ,2015,10,7,0,0
PPT             ,2015,10,7,15,0
PPT             ,2015,10,7,30,0
PPT             ,2015,10,7,45,0
PPT             ,2015,10,7,60,0
PPT             ,2015,10,7,75,0
PPT             ,2015,10,7,90,0
PPT             ,2015,10,7,105,0
PPT             ,2015,10,7,120,0
PPT             ,2015,10,7,135,0
PPT             ,2015,10,7,150,0
PPT             ,2015,10,7,165,0
PPT             ,2015,10,7,180,0
PPT             ,2015,10,7,195,0
PPT             ,2015,10,7,210,0
PPT             ,2015,10,7,225,0
PPT             ,2015,10,7,240,0
PPT             ,2015,10,7,255,0
PPT             ,2015,10,7,270,0
PPT             ,2015,10,7,285,0
PPT             ,2015,10,7,300,0
PPT             ,2015,10,7,315,0
PPT             ,2015,10,7,330,0
PPT             ,2015,10,7,345,0
PPT             ,2015,10,7,360,0
PPT             ,2015,10,7,375,0
PPT             ,2015,10,7,390,0
PPT             ,2015,10,7,405,0
PPT             ,2015,10,7,420,0
PPT             ,2015,10,7,435,0
PPT             ,2015,10,7,450,0
PPT             ,2015,10,7,465,0
PPT             ,2015,10,7,480,0
PPT             ,2015,10,7,495,0
PPT             ,2015,10,7,510,0
PPT             ,2015,10,7,525,0
PPT             ,2015,10,7,540,0
PPT             ,2015,10,7,555,0
PPT             ,2015,10,7,570,0
PPT             ,2015,10,7,585,0
PPT             ,2015,10,7,600,0
PPT             ,2015,10,7,615,0
PPT             ,2015,10,7,630,0
PPT             ,2015,10,7,645,0
PPT             ,2015,10,7,660,0
PPT             ,2015,10,7,675,0
PPT             ,2015,10,7,690,0
PPT             ,2015,10,7,705,0
PPT             ,2015,10,7,720,0
PPT             ,2015,10,7,735,0
PPT             ,2015,10,7,750,0
PPT             ,2015,10,7,765,0
PPT             ,2015,10,7,780,0
PPT             ,2015,10,7,795,0
PPT             ,2015,10,7,810,0
PPT             ,2015,10,7,825,0
PPT             ,2015,10,7,840,0
PPT             ,2015,10,7,855,0
PPT             ,2015,10,7,870,0
PPT             ,2015,10,7,885,0
PPT             ,2015,10,7,900,0
PPT             ,2015,10,7,915,0
PPT             ,2015,10,7,930,0
PPT             ,2015,10,7,945,0
PPT             ,2015,10,7,960,0
PPT             ,2015,10,7,975,0
PPT             ,2015,10,7,990,0
PPT             ,2015,10,7,1005,0
PPT             ,2015,10,7,1020,0
PPT             ,2015,10,7,1035,0
PPT             ,2015,10,7,1050,0
PPT             ,2015,10,7,1065,0
PPT             ,2015,10,7,1080,0
PPT             ,2015,10,7,1095,0
PPT             ,2015,10,7,1110,0
PPT             ,2015,10,7,1125,0
PPT             ,2015,10,7,1140,0
PPT             ,2015,10,7,1155,0
PPT             ,2015,10,7,1170,0
